activity_id,name,cluster_id,category,subcategory,data_status,romantic_score,authentic_score,duration_min,area,payload_json
PFO-A047,Kolios Winery,C10,Food & Wine,Winery / Wine Tasting,Verified,9,10,75,Statos–Agios Fotios,"{""Activity_ID"": ""PFO-A047"", ""Activity_Name"": ""Kolios Winery"", ""Category"": ""Food & Wine"", ""Subcategory"": ""Winery / Wine Tasting"", ""District"": ""Paphos"", ""Area"": ""Statos–Agios Fotios"", ""Full_Address_or_Access_Point"": ""Statos–Ayios Fotios, Paphos 2651, Cyprus"", ""Website"": ""https://www.kolioswinery.com.cy/"", ""Phone"": ""+357 26 724 090"", ""Opening_Days"": ""Monday–Saturday; Sunday closed"", ""Opening_Hours"": ""1 Mar–30 Sep: 08:30–17:00; 1 Oct–28 Feb: 09:00–15:00"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""€€"", ""Booking_Required"": ""Recommended"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Source_Primary"": ""https://www.kolioswinery.com.cy/contact/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Wineries"", ""Source_Record_ID"": ""MASTER:PFO-A047"", ""Notes"": ""Official winery site confirms hours and tasting room; mountainous setting is especially suitable for wine-country itineraries."", ""Parsed_Open_Time"": 0.3541666666666667, ""Parsed_Close_Time"": 0.7083333333333334, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 08:30 to 17:00. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A048,SODAP Kamanterena Winery,C09,Food & Wine,Winery / Wine Tasting,Draft,8,10,75,Stroumbi / Polemi,"{""Activity_ID"": ""PFO-A048"", ""Activity_Name"": ""SODAP Kamanterena Winery"", ""Category"": ""Food & Wine"", ""Subcategory"": ""Winery / Wine Tasting"", ""District"": ""Paphos"", ""Area"": ""Stroumbi / Polemi"", ""Full_Address_or_Access_Point"": ""Kamanterena Winery, between Stroumbi and Polemi, Paphos"", ""Website"": ""https://www.sodap.com.cy/"", ""Phone"": ""+357 26 633 000"", ""Opening_Days"": ""Visitor operating days/hours not clearly published on current official site"", ""Opening_Hours"": ""Confirm directly before itinerary use"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Source_Primary"": ""https://www.sodap.com.cy/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/wineries/"", ""Last_Verified"": 46259, ""Data_Status"": ""Draft"", ""Source_Sheet"": ""Wineries"", ""Source_Record_ID"": ""MASTER:PFO-A048"", ""Notes"": ""Official SODAP site confirms Kamanterena winery location/history and visitor invitation, but current visitor hours require direct confirmation."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""Operator confirmation/booking required; no safe automatic time window."", ""Time_Slot_Usable"": ""No""}"
PFO-A049,Aphrodite Nature Trail,C05,Nature & Adventure,Hiking / Nature,Verified,9,,210,Akamas,"{""Activity_ID"": ""PFO-A049"", ""Activity_Name"": ""Aphrodite Nature Trail"", ""Category"": ""Nature & Adventure"", ""Subcategory"": ""Hiking / Nature"", ""District"": ""Paphos"", ""Area"": ""Akamas"", ""Full_Address_or_Access_Point"": ""Starting point: Baths of Aphrodite"", ""Website"": ""https://www.visitcyprus.com/wp-content/uploads/2026/03/Hiking-Map-Nature-Trails.pdf"", ""Typical_Duration_Min"": 210, ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Best_Time_of_Day"": ""Morning"", ""Accessibility_or_Access_Notes"": ""7.5 km; difficulty 3; appropriate footwear/fitness required"", ""Source_Primary"": ""https://www.visitcyprus.com/wp-content/uploads/2026/03/Hiking-Map-Nature-Trails.pdf"", ""Source_Secondary"": ""https://www.visitcyprus.com/wp-content/uploads/files/cultural_routes/Aphrodites_Cultural_Route_brochure_EN.pdf"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Viewpoints_Nature"", ""Source_Record_ID"": ""MASTER:PFO-A049"", ""Notes"": ""Use only for active/adventure couples."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A050,Smigies Nature Trail – Short Route,C05,Nature & Adventure,Hiking / Nature,Verified,8,,60,Akamas,"{""Activity_ID"": ""PFO-A050"", ""Activity_Name"": ""Smigies Nature Trail – Short Route"", ""Category"": ""Nature & Adventure"", ""Subcategory"": ""Hiking / Nature"", ""District"": ""Paphos"", ""Area"": ""Akamas"", ""Full_Address_or_Access_Point"": ""Smigies picnic site, 2.5 km from Neo Chorio"", ""Website"": ""https://www.visitcyprus.com/wp-content/uploads/2026/03/Hiking-Map-Nature-Trails.pdf"", ""Typical_Duration_Min"": 60, ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Accessibility_or_Access_Notes"": ""2.5 km short route; difficulty 2"", ""Source_Primary"": ""https://www.visitcyprus.com/wp-content/uploads/2026/03/Hiking-Map-Nature-Trails.pdf"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Viewpoints_Nature"", ""Source_Record_ID"": ""MASTER:PFO-A050"", ""Notes"": ""Compact scenic option."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A051,Anadiou Forest Seasonal Streams & Small Waterfalls,C12,Nature & Adventure,Seasonal Streams / Small Waterfalls,Draft,7,10,90,Anadiou,"{""Activity_ID"": ""PFO-A051"", ""Activity_Name"": ""Anadiou Forest Seasonal Streams & Small Waterfalls"", ""Category"": ""Nature & Adventure"", ""Subcategory"": ""Seasonal Streams / Small Waterfalls"", ""District"": ""Paphos"", ""Area"": ""Anadiou"", ""Full_Address_or_Access_Point"": ""Forest area around Anadiou village, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/the-real-thing/rural-pafos/?lang=el"", ""Opening_Days"": ""Seasonal/natural; precise individual waterfall sites are not named by ETAP"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Conditional"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 7, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Adventure / Nature"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Remote forest-edge setting; exact route/access must be verified"", ""Accessibility_or_Access_Notes"": ""Do not route users to an unnamed waterfall without geocoding/field verification"", ""Source_Primary"": ""https://www.visitpafos.org.cy/the-real-thing/rural-pafos/?lang=el"", ""Last_Verified"": 46259, ""Data_Status"": ""Draft"", ""Source_Sheet"": ""Water_Features"", ""Source_Record_ID"": ""MASTER:PFO-A051"", ""Notes"": ""Official ETAP village description confirms beautiful rivers and small waterfalls in Anadiou's forest, but does not identify precise individual sites. Keep Draft for itinerary use."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A052,Ezousa Circular Nature Trail,C08,Nature & Adventure,Hiking,Verified,8,10,180,Episkopi / Ezousa Valley,"{""Activity_ID"": ""PFO-A052"", ""Activity_Name"": ""Ezousa Circular Nature Trail"", ""Category"": ""Nature & Adventure"", ""Subcategory"": ""Hiking"", ""District"": ""Paphos"", ""Area"": ""Episkopi / Ezousa Valley"", ""Full_Address_or_Access_Point"": ""Start: Environmental Information Centre of Episkopi"", ""Latitude"": 34.791653, ""Longitude"": 32.523179, ""Website"": ""https://www.visitpafos.org.cy/?page_id=7840"", ""Opening_Days"": ""Year-round subject to conditions"", ""Opening_Hours"": ""Approx. 3 hours; 7.6 km"", ""Typical_Duration_Min"": 180, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Adventure"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Heat/rain sensitive"", ""Accessibility_or_Access_Notes"": ""Difficulty 2; downhill/uphill sections"", ""Source_Primary"": ""https://www.visitpafos.org.cy/?page_id=7840"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/active-pafos/hiking/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A052"", ""Notes"": ""Excellent inland trail with valley, forest and Troodos views."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A053,Hasamboulia Rock Formations,C11,Nature & Adventure,Rock Formations / Climbing,Verified,8,9,60,Kidasi / Mamonia,"{""Activity_ID"": ""PFO-A053"", ""Activity_Name"": ""Hasamboulia Rock Formations"", ""Category"": ""Nature & Adventure"", ""Subcategory"": ""Rock Formations / Climbing"", ""District"": ""Paphos"", ""Area"": ""Kidasi / Mamonia"", ""Full_Address_or_Access_Point"": ""Between Kidasi and Mamonia villages, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/?page_id=8513"", ""Opening_Days"": ""Open landscape; climbing requires appropriate expertise"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 60, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 9, ""Couple_Style"": ""Adventure"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Accessibility_or_Access_Notes"": ""Prominent climbing formations; safety-critical for actual climbing"", ""Source_Primary"": ""https://www.visitpafos.org.cy/?page_id=8513"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/active-pafos/climbing-and-mountaineering/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A053"", ""Notes"": ""Use as scenic stop for general users; climbing only for experienced/appropriately guided visitors."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A054,Vouni Panagias Nature Trail,C09,Nature & Adventure,Hiking / Vineyards,Verified,9,10,180,Pano Panagia,"{""Activity_ID"": ""PFO-A054"", ""Activity_Name"": ""Vouni Panagias Nature Trail"", ""Category"": ""Nature & Adventure"", ""Subcategory"": ""Hiking / Vineyards"", ""District"": ""Paphos"", ""Area"": ""Pano Panagia"", ""Full_Address_or_Access_Point"": ""Starts from Panagia village square"", ""Website"": ""https://www.visitcyprus.com/discover-cyprus/rural/villages-rural/panagia-village-2/"", ""Opening_Days"": ""Year-round subject to weather"", ""Opening_Hours"": ""Approx. 3 hours"", ""Typical_Duration_Min"": 180, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Adventure"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Heat/weather sensitive"", ""Accessibility_or_Access_Notes"": ""High-altitude trail through vineyards and forest landscapes"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/rural/villages-rural/panagia-village-2/"", ""Source_Secondary"": ""https://www.agrotourism.com.cy/panayia"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A054"", ""Notes"": ""Excellent for active couples; not suitable as short relaxed Day-1 activity."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A055,Avakas Gorge Nature Trail,C03,Nature & Adventure,Gorge / Hiking,Verified,9,10,90,Pegeia / Akamas,"{""Activity_ID"": ""PFO-A055"", ""Activity_Name"": ""Avakas Gorge Nature Trail"", ""Category"": ""Nature & Adventure"", ""Subcategory"": ""Gorge / Hiking"", ""District"": ""Paphos"", ""Area"": ""Pegeia / Akamas"", ""Full_Address_or_Access_Point"": ""Avakas Gorge, access from Agios Georgios Pegeias–Toxeftra road"", ""Latitude"": 34.920499, ""Longitude"": 32.337698, ""Website"": ""https://www.visitpafos.org.cy/points-of-interest/avakas-gorge/"", ""Opening_Days"": ""Year-round subject to weather; spring/autumn preferred"", ""Opening_Hours"": ""Daylight; avoid after heavy rain"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Conditional"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Adventure"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Sensitive to rain/heat"", ""Accessibility_or_Access_Notes"": ""Slippery stones and falling-rock risk; proper footwear recommended"", ""Source_Primary"": ""https://www.visitpafos.org.cy/points-of-interest/avakas-gorge/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/active-pafos/hiking/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A055"", ""Notes"": ""Signature Akamas nature experience; unsuitable for heatwave/rain itinerary."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A056,Mouti of Salamiou Nature Trail,C11,Nature & Adventure,Hiking / Cultural Route,Verified,8,10,120,Salamiou,"{""Activity_ID"": ""PFO-A056"", ""Activity_Name"": ""Mouti of Salamiou Nature Trail"", ""Category"": ""Nature & Adventure"", ""Subcategory"": ""Hiking / Cultural Route"", ""District"": ""Paphos"", ""Area"": ""Salamiou"", ""Full_Address_or_Access_Point"": ""Salamiou village, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/?page_id=8513"", ""Opening_Days"": ""Year-round subject to weather"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Nature"", ""Best_Time_of_Day"": ""Morning"", ""Accessibility_or_Access_Notes"": ""Historic route associated with Apostles Paul, Barnabas and Mark"", ""Source_Primary"": ""https://www.visitpafos.org.cy/?page_id=8513"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/nature/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A056"", ""Notes"": ""Good hiking + heritage combination in the Diarizos/Vouni Panagias zone."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A057,Agios Georgios Pegeia Sunset,C03,Nature & Views,Sunset / Coastal Viewpoint,Verified,10,,60,Agios Georgios Pegeia,"{""Activity_ID"": ""PFO-A057"", ""Activity_Name"": ""Agios Georgios Pegeia Sunset"", ""Category"": ""Nature & Views"", ""Subcategory"": ""Sunset / Coastal Viewpoint"", ""District"": ""Paphos"", ""Area"": ""Agios Georgios Pegeia"", ""Full_Address_or_Access_Point"": ""Agios Georgios coastal area, Pegeia, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/highlights/"", ""Typical_Duration_Min"": 60, ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Best_Time_of_Day"": ""Sunset"", ""Accessibility_or_Access_Notes"": ""Best combined with the fishing harbour/Sea Caves area; exact parking point to be refined."", ""Source_Primary"": ""https://www.visitpafos.org.cy/highlights/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/snorkeling-park/?lang=el"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Viewpoints_Nature"", ""Source_Record_ID"": ""MASTER:PFO-A057"", ""Notes"": ""High-priority romantic sunset point for Cap St Georges / Pegeia itineraries."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A058,Fontana Amorosa,C05,Nature & Views,Mythology / Remote Bay,Verified,10,10,90,Akamas,"{""Activity_ID"": ""PFO-A058"", ""Activity_Name"": ""Fontana Amorosa"", ""Category"": ""Nature & Views"", ""Subcategory"": ""Mythology / Remote Bay"", ""District"": ""Paphos"", ""Area"": ""Akamas"", ""Full_Address_or_Access_Point"": ""Fontana Amorosa, Akamas Peninsula"", ""Website"": ""https://www.visitpafos.org.cy/off-the-beaten-track/nature/"", ""Opening_Days"": ""Remote natural site; marine/land access subject to conditions"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Nature"", ""Best_Time_of_Day"": ""Morning / afternoon"", ""Weather_Sensitivity"": ""Remote access and sea/weather conditions"", ""Accessibility_or_Access_Notes"": ""Not easily accessible by land; boat access often preferable"", ""Source_Primary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/nature/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/off-the-beatentrack/akamas-peninsula/?lang=ru"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A058"", ""Notes"": ""Highly romantic myth-linked bay; excellent Blue Lagoon/Akamas itinerary element."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A059,Lara Bay & Turtle Coast,C05,Nature & Views,Wild Beach / Wildlife,Verified,9,10,90,Akamas,"{""Activity_ID"": ""PFO-A059"", ""Activity_Name"": ""Lara Bay & Turtle Coast"", ""Category"": ""Nature & Views"", ""Subcategory"": ""Wild Beach / Wildlife"", ""District"": ""Paphos"", ""Area"": ""Akamas"", ""Full_Address_or_Access_Point"": ""Lara Bay, Akamas Peninsula"", ""Website"": ""https://www.visitpafos.org.cy/highlights/"", ""Opening_Days"": ""Natural protected area; seasonal turtle-management restrictions apply"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Nature"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Heat and remote access"", ""Accessibility_or_Access_Notes"": ""Respect turtle nesting protection rules; avoid disturbance"", ""Source_Primary"": ""https://www.visitpafos.org.cy/highlights/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/off-the-beatentrack/akamas-peninsula/?lang=ru"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A059"", ""Notes"": ""Wild coastal landscape; use conservation-sensitive wording in app."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
